rate,customer_review,reply
FIVE,"no comment","Thank you so much for your 5-star rating! We are so pleased to hear that you enjoyed your Witch Topokki experience in Flushing. We strive to provide the best Korean food in Flushing and we are delighted to know we have achieved that. Thank you for your support!"
FIVE,"This place is amazing!!! The staff is amazing and kind, the food is delicious! Highly recommend for groups as well great deal for drinks and food. Highly recommend if you love teokbokki!!! Definitely coming back and telling my friends all about this place 👍🏼","Thank you so much for your kind words and 5-star rating! We are thrilled to hear that you enjoyed our teokbokki and the staff. We hope you will come back soon and tell your friends about our delicious food and great deals on drinks and food. Witch Topokki in Flushing is the perfect spot for groups to enjoy a delicious meal!"
FIVE,"Such a cool place!!","We are so glad you enjoyed our Witch Topokki in Flushing! We strive to make sure our customers have the best experience with our delicious Korean cuisine. We hope to see you again soon!"
FIVE,"Loved the entire experience!!! Staff is so helpful and kind. Topokki and apps are included in the price! Everything was delicious! Will definitely recommend to friends or those visiting the New York area for a fun time!","We are so glad to hear that you had a great experience at Witch Topokki in Flushing! We strive to provide the best service and delicious food to all of our guests. Our topokki and apps are a great value for the price. We look forward to welcoming you and your friends back soon for another fun time in the New York area!"
FIVE,"no comment","Thank you for your feedback! We are happy to hear that you enjoyed our Witch Topokki in Flushing. We strive to provide the best experience for our customers and we hope to see you again soon! #WitchTopokki #Flushing #KoreanFood #Delicious"
FIVE,"Amazing service! Food was great!","Thank you for your 5-star rating! We are so pleased to hear that you enjoyed our Witch Topokki in Flushing. Our team works hard to ensure that every dish is made with the freshest ingredients and that our service is top-notch. We look forward to your next visit!"
FIVE,"Lovely place. Didn't wait that long. Service is accommodating for vegetarians. And they were playing BTS who I love!","Thank you for your 5-star rating! We are delighted to hear that you had a great experience at Witch Topokki in Flushing. We strive to provide excellent service and vegetarian options for all of our guests. We are also glad that you enjoyed the BTS music playing in the restaurant!"
FIVE,"Good selection of food and the fried food section had a lot to offer.","Thank you for your 5 star rating! We are delighted to hear that you enjoyed our selection of food and fried food section. At Witch Topokki, we strive to provide our customers with the best quality food and service. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for your feedback! We're glad to hear that you had a great experience with our Witch Topokki in Flushing. We strive to make sure our customers have a delicious and satisfying meal every time they visit us. We hope to see you again soon!"
FIVE,"no comment","Thank you for your review! We are thrilled to hear that you enjoyed our Witch Topokki in Flushing. We strive to provide the best quality of Korean food and hope you will come back soon to try more of our delicious dishes. Thank you for your support!"
FIVE,"Best Korean restaurant","Thank you for your 5-star review! We are delighted to hear that Witch Topokki is your favorite Korean restaurant. Our mission is to provide delicious, authentic Korean cuisine and we are pleased that you enjoyed your experience with us. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you so much for your 5-star rating of Witch Topokki in Flushing! We truly appreciate your feedback and are glad to hear that you enjoyed our topokki. We hope to see you again soon!"
FIVE,"Cool place to visit. Make sure you’re hungry.","Thank you so much for your 5-star rating! We are so glad you enjoyed your visit to Witch Topokki in Flushing. We hope you're always hungry when you come to us, as our delicious Korean cuisine is sure to satisfy your cravings. We look forward to your next visit!"
FIVE,"It was delish!","Thank you for your positive review! We are so glad you enjoyed our Witch Topokki! We strive to provide the best quality ingredients and flavors to make sure you have an enjoyable experience every time. We look forward to serving you again soon!"
FIVE,"Cute spot for some Korean comfort food with family and friends.","Thank you so much for your 5-star rating of Witch Topokki in Flushing! We are so glad you enjoyed your visit and shared it with family and friends. We strive to provide the best Korean comfort food and hope you will come back soon to try more of our delicious dishes!"
